,dimA_light_mean_rpm,wt_light_mean_rpm,log2_FC,-log10_pval,protein_ID,common_name,product
gene-PA14_52430,10.948938997385868,9.077229530641432,0.27046708399984154,0.32715235080531707,cds-ABJ10074.1,yehS,conserved hypothetical protein
gene-PA14_52440,7.363914371204724,6.22416251039618,0.24259306214911203,0.5906090098470531,cds-ABJ10073.1,PA14_52440,hypothetical protein
gene-PA14_52460,108.0514662576672,184.67734696454522,-0.773288253282058,1.7400916167298075,cds-ABJ10072.1,mgtE,probable Mg transporter MgtE
gene-PA14_52465,4.102546862050663,4.773242848543867,-0.21844984279038654,0.4352407615174712,cds-ABJ15645.1,PA14_52465,hypothetical protein
gene-PA14_52480,14.629150773281486,72.74491033960996,-2.3140001579473624,3.6948715071224094,cds-ABJ10071.1,PA14_52480,hypothetical protein
gene-PA14_52490,11.15495899403262,55.274158727456005,-2.3089197803005783,4.041865425969492,cds-ABJ10070.1,PA14_52490,hypothetical protein
gene-PA14_52500,4.084437580532945,27.88256883764855,-2.771153640956941,4.290542552494197,cds-ABJ10069.1,PA14_52500,hypothetical protein
gene-PA14_52510,2.574579096258064,16.960925104326098,-2.7198055714931435,3.75816608473805,cds-ABJ10068.1,PA14_52510,hypothetical protein
gene-PA14_52520,9.716699720169514,15.314693083084402,-0.6563780739028149,1.8508304851907111,cds-ABJ10067.1,PA14_52520,hypothetical protein
gene-PA14_52530,13.906080823905441,15.994247107275507,-0.20183718012428434,0.7003156493133046,cds-ABJ10066.1,PA14_52530,probable transcriptional regulator
gene-PA14_52540,4.7806765080340865,6.557644243738371,-0.455962713822649,1.4011660294261192,,,
gene-PA14_52550,10.042009144297618,14.311380348186027,-0.5111148130722485,1.297353819623813,,,
gene-PA14_52560,51.61130813665533,90.73300988786764,-0.8139403004877367,1.8775921497760921,,,
gene-PA14_52570,90.92814156151177,180.3221457880752,-0.987777803658359,1.3835635294415636,cds-ABJ10065.1,rsmA,RsmA%2C regulator of secondary metabolites
gene-PA14_52580,302.9705411173732,310.2846155858877,-0.0344146450487293,0.2514741241069605,cds-ABJ10064.1,lysC,aspartate kinase alpha and beta chain
gene-PA14_52600,486.8003804664923,501.82665820684537,-0.04385881635982611,0.24468290909898535,cds-ABJ10063.1,alaS,alanyl-tRNA synthetase
gene-PA14_52610,99.9341157364013,102.82813187890355,-0.041185834849134566,0.07215242155481091,cds-ABJ10062.1,PA14_52610,possible threonine aldolase
gene-PA14_52630,367.6807076803578,333.54987357542615,0.14055098472225364,0.6867963884834574,cds-ABJ10061.1,aruE,succinylglutamate desuccinylase
gene-PA14_52640,149.83168164404844,151.11162284782247,-0.012271919085817165,0.0653497321054764,cds-ABJ10060.1,PA14_52640,hypothetical protein
gene-PA14_52660,775.673382769523,720.5688346081919,0.1063130412081748,0.7389747289442133,cds-ABJ10059.1,aruB,succinylarginine dihydrolase
gene-PA14_52670,461.58646371596734,386.86070374672335,0.25478672454764917,0.653454071594623,cds-ABJ10058.1,aruD,succinylglutamate 5-semialdehyde dehydrogenase
gene-PA14_52690,350.6941697332904,348.6595237773979,0.008394556075582475,0.023796748053770297,cds-ABJ10057.1,aruG,arginine/ornithine succinyltransferase AII subunit
gene-PA14_52700,367.4750681331002,365.04805672125667,0.009559971571351827,0.03886473870228636,cds-ABJ10056.1,aruF,arginine/ornithine succinyltransferase AI subunit
gene-PA14_52720,1150.8491588445856,1211.5761463177953,-0.07418632680794818,0.48959607939511773,cds-ABJ10055.1,aruC,N-succinylglutamate 5-semialdehyde dehydrogenase
gene-PA14_52730,4.19089580227553,3.8356775987215186,0.12777713707812513,0.39010222674127976,cds-ABJ10054.1,PA14_52730,hypothetical protein
gene-PA14_52740,133.87897586031116,117.11537380599104,0.1929989456438568,2.078725124482735,cds-ABJ10053.1,argR,transcriptional regulator ArgR
gene-PA14_52750,176.8737685472539,181.67456525495686,-0.03863635014855659,0.12730863978864385,cds-ABJ10052.1,aotP,arginine/ornithine transport protein AotP
gene-PA14_52760,103.43272918989862,95.43135296614628,0.11615753605473203,0.31793940942981136,cds-ABJ10051.1,aotO,hypothetical protein
gene-PA14_52770,67.24655563476885,65.12854487840116,0.04617037972532458,0.1071234433980248,cds-ABJ10050.1,aotM,arginine/ornithine transport protein AotM
gene-PA14_52780,101.00718981179615,99.11029058964876,0.02735122405993052,0.08259241275736477,cds-ABJ10049.1,aotQ,arginine/ornithine transport protein AotQ
gene-PA14_52790,504.20483485770905,574.7512105587197,-0.18892764663766612,1.7677167576106985,cds-ABJ10048.1,aotJ,arginine/ornithine binding protein AotJ
gene-PA14_52800,521.4667859902102,712.3360584533362,-0.44998265465740156,0.5794027788954496,cds-ABJ10047.1,acsA,acetyl-coenzyme A synthetase
gene-PA14_52810,4.4209330148776615,4.098047689373294,0.10941405898102158,0.22546294593330515,cds-ABJ10046.1,dctM,probable C4-dicarboxylate transporter
gene-PA14_52820,1.0228852123485657,0.8054516221038032,0.34477377773298357,0.4174930314186711,cds-ABJ10045.1,dctQ,probable C4-dicarboxylate transporter
gene-PA14_52840,1.508723594175926,2.147177547141051,-0.5091124961248488,0.8747676759467626,cds-ABJ10044.1,dctP,probable C4-dicarboxylate-binding periplasmic protein
gene-PA14_52850,2.8452394532863448,3.2164744671813565,-0.17693006516205628,0.2525209758691618,cds-ABJ10043.1,PA14_52850,probable acyl-CoA lyase beta chain
gene-PA14_52870,2.123247814218355,1.8558084333524707,0.19422480641762604,0.24132305944644292,cds-ABJ10042.1,PA14_52870,predicted acyl-CoA transferases/carnitine dehydratase
gene-PA14_52880,2.8091711324829105,2.4395486711539647,0.20353011882310032,0.46326035175175256,cds-ABJ10041.1,PA14_52880,putative protein involved in propionate catabolism
gene-PA14_52890,1.082155840613119,0.362969473366109,1.5759837531256897,2.7156364661467354,cds-ABJ10040.1,PA14_52890,probable ring-cleaving dioxygenase
gene-PA14_52900,3.766489003679025,3.8215428836422234,-0.020934893167050713,0.02088361186163178,cds-ABJ10039.1,PA14_52900,probable acyl-CoA dehydrogenase
gene-PA14_52910,3.609747355146395,2.6146336615985404,0.46528879020092756,0.8695988314478731,cds-ABJ10038.1,PA14_52910,hypothetical protein
gene-PA14_52920,12.525393464036421,8.307042608070306,0.5924489672057704,2.1968527233870647,cds-ABJ10037.1,PA14_52920,probable transcriptional regulator
gene-PA14_52930,26.690359173860855,25.662769217041955,0.05664185934084421,0.15452313319618163,cds-ABJ10036.1,PA14_52930,probable transcriptional regulator
gene-PA14_52940,5.689856227563619,4.748220732927009,0.2610051111257057,0.4569786138714316,cds-ABJ10035.1,PA14_52940,conserved hypothetical protein
gene-PA14_52960,1.623604105916378,0.9019009810438822,0.8481577546044083,1.5026795721231108,cds-ABJ10034.1,PA14_52960,hypothetical protein
gene-PA14_52980,91.40662102853089,87.59284995167464,0.06148555937437424,0.19007964421732676,cds-ABJ10033.1,phhR,transcriptional regulator PhhR
gene-PA14_52990,613.8220813613506,573.5912467183413,0.09779753735119169,0.31171819413457935,cds-ABJ10032.1,phhA,phenylalanine-4-hydroxylase
gene-PA14_53000,389.321670176475,429.72173293216196,-0.14244009255905818,0.483847065799769,cds-ABJ10031.1,phhB,pterin-4-alpha-carbinolamine dehydratase
gene-PA14_53010,1392.103003006764,1270.3364850536527,0.13205527455228913,0.3093385979558909,cds-ABJ10030.1,phhC,aromatic amino acid aminotransferase
gene-PA14_53020,93.68207444091024,82.20641175537573,0.18852209634756087,1.437101261275211,cds-ABJ10029.1,pbpG,D-alanyl-D-alanine-endopeptidase
gene-PA14_53030,28.19247720329371,26.92471492224793,0.0663791758576842,0.33317568416616106,cds-ABJ10028.1,yaeJ,conserved hypothetical protein
gene-PA14_53040,298.4225970730249,305.4907280513557,-0.033771810204477455,0.06471022043590109,cds-ABJ10027.1,PA14_53040,hypothetical protein
gene-PA14_53050,152.81767532102404,219.90968684907418,-0.5250997312005733,0.3980559524140045,cds-ABJ10026.1,aroP2,aromatic amino acid transport protein AroP2
gene-PA14_53070,981.1200534444837,1393.6987392973172,-0.5064171566711968,0.8021364382996756,cds-ABJ10025.1,hpd,4-hydroxyphenylpyruvate dioxygenase
gene-PA14_53090,11.514804085535053,11.91114919126567,-0.04882273950054198,0.0661319785825334,cds-ABJ10024.1,PA14_53090,probable transcriptional regulator
gene-PA14_53100,1.7938142317345562,1.1738124151426985,0.611827912087578,0.4802701423593499,cds-ABJ10023.1,PA14_53100,hypothetical protein
gene-PA14_53110,35.29559269932883,33.470034460986646,0.07661800771852981,0.3021555249536503,cds-ABJ10022.1,PA14_53110,probable oxidoreductase
gene-PA14_53120,219.97815722362043,198.24450188997432,0.15007942216192308,0.9448199705420909,cds-ABJ10021.1,PA14_53120,conserved hypothetical protein
gene-PA14_53140,276.1105136393813,212.3535333555508,0.37877770687338846,1.9814477097605923,cds-ABJ10020.1,PA14_53140,hypothetical protein
gene-PA14_53150,62.14950532336518,51.54043025868649,0.27003831944769996,1.280963027300435,cds-ABJ10019.1,PA14_53150,probable ATP-binding/permease fusion ABC transporter
gene-PA14_53160,42.25081051721629,33.01706716810117,0.35576702707514096,2.348249278481188,cds-ABJ10018.1,PA14_53160,hypothetical protein
gene-PA14_53180,69.35752662759398,61.8163983014652,0.16606284821027792,1.3029791916867706,cds-ABJ10017.1,PA14_53180,possible sulfurtransferase
gene-PA14_53190,515.5510092100989,825.2972814305969,-0.678798709763793,2.153008890790896,cds-ABJ10016.1,bolA,morphogene protein BolA
gene-PA14_53200,727.0105066354082,1032.3843561797253,-0.5059320654369798,2.9164325638623687,cds-ABJ10015.1,PA14_53200,conserved hypothetical protein
gene-PA14_53210,58.3651634820402,46.55294467191093,0.32623508434011056,0.7985839724419393,cds-ABJ10014.1,PA14_53210,hypothetical protein
gene-PA14_53220,217.36835231692234,453.3518042178557,-1.0604891138385104,3.3446624692363347,cds-ABJ10013.1,fumC2,fumarate hydratase
gene-PA14_53230,93.61197384148515,190.94599239805152,-1.0283996468778667,3.782666349159983,cds-ABJ10012.1,PA14_53230,probable oxidoreductase
gene-PA14_53250,5382.343438300149,4723.214770903898,0.1884653115455551,0.3552627701935614,cds-ABJ10011.1,cpbD,chitin-binding protein CbpD precursor
gene-PA14_53260,101.99851248427376,73.4427792659107,0.47385554312837275,1.6636880073779987,cds-ABJ10010.1,PA14_53260,hypothetical protein
gene-PA14_53270,7.226817488048037,6.083926135220392,0.24835775986629785,0.6140341014836516,cds-ABJ10009.1,PA14_53270,hypothetical protein
gene-PA14_53290,44.270545485028926,44.777827049418136,-0.016437369173895693,0.0537396696785584,cds-ABJ10008.1,trxB2,thioredoxin reductase 2
gene-PA14_53300,61.028740422001455,59.615992690824584,0.033789411353505744,0.05050612548527821,cds-ABJ10007.1,PA14_53300,probable alkyl hydroperoxide reductase
gene-PA14_53310,37.04378117608989,25.89208200184405,0.5167203605379167,2.080159200194795,cds-ABJ10006.1,PA14_53310,hypothetical protein
gene-PA14_53330,144.9236251622484,137.5134796644666,0.07571975370043943,1.669297388114651,cds-ABJ10005.1,PA14_53330,probable sulfate uptake protein
gene-PA14_53340,13.789833025428273,8.183903200034601,0.75274388274965,1.7678613606273066,cds-ABJ10004.1,PA14_53340,alkaline ceramidase
gene-PA14_53360,6.11357891595762,5.214234270170115,0.22956171645672763,0.5463186158160109,cds-ABJ10003.1,plcH,hemolytic phospholipase C precursor
gene-PA14_53370,3.883686689655558,5.2763717869016356,-0.4421192426699642,0.7589134603318428,cds-ABJ10002.1,plcR,phospholipase accessory protein PlcR precursor
gene-PA14_53380,1.304009615615156,0.9269646896305245,0.4923674693525835,0.2660923393040103,cds-ABJ10001.1,PA14_53380,probable glycosyl transferase
gene-PA14_53390,26.896247438547565,21.37471293072765,0.33149983482836476,0.845015995835017,cds-ABJ10000.1,PA14_53390,hypothetical protein
gene-PA14_53400,31.285381327297312,32.90847805790708,-0.07297061417780651,0.6865672602790237,cds-ABJ09999.1,PA14_53400,probable oxidoreductase
gene-PA14_53410,5.0314587693803725,3.4702218512229623,0.5359486288108309,1.0418226094952023,cds-ABJ09998.1,PA14_53410,probable transcriptional regulator
gene-PA14_53420,273.3660965882087,222.15016769497797,0.29929909568015567,3.1460740700594347,cds-ABJ09997.1,btuE,probable glutathione peroxidase
gene-PA14_53430,495.91808543756474,613.0297192158811,-0.3058551760705061,3.495665668898001,cds-ABJ09996.1,slyD,peptidyl-prolyl cis-trans isomerase SlyD
gene-PA14_53450,28.757804103992537,14.98217695383687,0.9407061746781744,2.7574190850586526,cds-ABJ09995.1,PA14_53450,conserved hypothetical protein
gene-PA14_53470,430.7688598876166,231.005068174417,0.8989894527306358,2.493432193151608,cds-ABJ09994.1,ackA,probable acetate kinase
gene-PA14_53480,530.9846432200906,393.73414883218464,0.43144829155066866,1.632972119172965,cds-ABJ09993.1,pta,phosphate acetyltransferase
gene-PA14_53490,49.85478180825467,41.46759187547209,0.2657476083834252,0.7697502953144812,cds-ABJ09992.1,PA14_53490,conserved hypothetical protein
gene-PA14_53500,138.0045719039614,172.067690285964,-0.31826015746590103,2.662945057753562,cds-ABJ09991.1,PA14_53500,hypothetical protein
gene-PA14_53510,41.90156428841457,42.605343820872235,-0.024030288140552254,0.0632027174680378,cds-ABJ09990.1,ycbL,conserved hypothetical protein
gene-PA14_53520,36.91875504855878,39.20216218289042,-0.0865793200014356,0.2024562741152306,cds-ABJ09989.1,oruR,transcriptional regulator OruR
gene-PA14_53530,98.13992282480272,60.61292593151171,0.6952146351643673,2.3130435208620486,cds-ABJ09988.1,PA14_53530,hypothetical protein
gene-PA14_53540,2.73736334205392,5.151103298336072,-0.9120941178520853,1.7009573400110027,cds-ABJ09987.1,PA14_53540,probable hydrolase
gene-PA14_53550,12.606803869733282,12.821088049686374,-0.024316133066519693,0.10441971598398164,cds-ABJ09986.1,PA14_53550,probable transcriptional regulator
gene-PA14_53560,27.305073348341818,26.287420279549835,0.054796459075964095,0.23418813440147762,cds-ABJ09985.1,PA14_53560,hypothetical protein
gene-PA14_53570,5.158531241575354,7.573924220891771,-0.554080484243156,0.8315948230017429,cds-ABJ09984.1,PA14_53570,putative integrase
gene-PA14_53580,39.383588894381745,40.00098019423152,-0.022440766468430327,0.09963748990689768,cds-ABJ09983.1,PA14_53580,hypothetical protein
gene-PA14_53590,328.7548755898731,388.7681066489985,-0.2418975779529437,0.4086730152156209,cds-ABJ09982.1,PA14_53590,hypothetical protein
gene-PA14_53600,68.30112172568307,66.1800375181486,0.045513161779477056,0.055770952358001745,cds-ABJ09981.1,PA14_53600,hypothetical protein
gene-PA14_53610,15.827556634217999,11.830449747183769,0.4199335862335604,0.4145112877521584,cds-ABJ09980.1,PA14_53610,hypothetical protein
gene-PA14_53620,5.594760249500456,6.495471503516452,-0.21535788538390654,0.25342259856410343,cds-ABJ09979.1,PA14_53620,hypothetical protein
gene-PA14_53630,1.6832111667540577,2.4304746567895066,-0.530021471143658,0.5976877216211463,cds-ABJ09978.1,PA14_53630,hypothetical protein
gene-PA14_53640,1.1966541684298562,0.9865395235470444,0.2785570922464046,0.28462128995056424,cds-ABJ09977.1,PA14_53640,hypothetical protein
gene-PA14_53650,6.510489925980561,7.217727254055423,-0.14877847820536072,0.22402824600415808,cds-ABJ09976.1,PA14_53650,hypothetical protein
gene-PA14_53660,45.70296242149082,42.47222359912654,0.10576803660096344,0.21276497438420272,cds-ABJ09975.1,PA14_53660,hypothetical protein
gene-PA14_53670,115.15714840790368,135.85031940379596,-0.23841398481663964,0.7684772483162076,cds-ABJ09974.1,PA14_53670,hypothetical protein
gene-PA14_53680,1.4449370833695898,7.172636956338252,-2.311495607779661,3.051651154325531,cds-ABJ09973.1,PA14_53680,hypothetical protein
gene-PA14_53690,0.8794526752230508,0.6952360776767791,0.3391022728148902,0.4304071698998984,cds-ABJ09972.1,PA14_53690,hypothetical protein
gene-PA14_53700,9.45709427375688,20.88081132560102,-1.142708746538678,2.670949921937225,cds-ABJ09971.1,PA14_53700,probable ring-cleaving dioxygenase
gene-PA14_53720,22.61767251502117,19.246734575440055,0.23283675981495067,0.9936608674026336,cds-ABJ09970.1,PA14_53720,probable transcriptional regulator
gene-PA14_53730,67.23398092013782,71.97742871083811,-0.09835398865357897,0.27313949309337415,cds-ABJ09969.1,PA14_53730,probable transcriptional regulator
gene-PA14_53740,3.353040090905268,3.6391196658726983,-0.11811970311821446,0.11411152067970791,cds-ABJ09968.1,PA14_53740,conserved hypothetical protein
gene-PA14_53750,13.653618775176588,10.584452543196056,0.3673366736754354,0.7388042266119689,cds-ABJ09967.1,PA14_53750,hypothetical protein
gene-PA14_53770,7.157560518340717,6.506329956319057,0.13762394209754594,0.2259301912244975,cds-ABJ09966.1,PA14_53770,hypothetical protein
gene-PA14_53780,19.014183564040817,14.162399888654264,0.4250101922601908,1.0811646589648796,cds-ABJ09965.1,PA14_53780,probable MFS transporter
gene-PA14_53790,53.324912101283246,39.92779230624684,0.41741636291389694,2.6966905928916995,cds-ABJ09964.1,PA14_53790,probable haloacid dehalogenase
gene-PA14_53800,5.744552018012428,4.749027236089353,0.27456227255368615,0.6267360064175679,cds-ABJ09963.1,mntH2,NRAMP protein MntH2
gene-PA14_53810,20.085478366211067,38.87045283797707,-0.9525210354995193,2.080730924759404,cds-ABJ09962.1,PA14_53810,hypothetical protein
gene-PA14_53820,104.36811111239712,237.36623631638588,-1.185433748748352,2.2876815369524084,cds-ABJ09961.1,PA14_53820,hypothetical protein
gene-PA14_53830,3.1698094755989854,2.296847911151834,0.4647405104794525,1.286238679033188,cds-ABJ09960.1,PA14_53830,hypothetical protein
gene-PA14_53840,130.181356894391,102.33330009624409,0.34724716546507056,0.6438294587175618,cds-ABJ09959.1,PA14_53840,hypothetical protein
gene-PA14_53850,60.117412942839536,49.942008533232716,0.2675290746178409,1.0573477431732936,cds-ABJ09958.1,PA14_53850,probable oxidoreductase
gene-PA14_53860,30.802053336059945,24.382001310972736,0.337209957600248,0.7057436806378814,cds-ABJ09957.1,PA14_53860,hypothetical protein
gene-PA14_53870,5.288919927538271,8.236911681523642,-0.6391302236332823,1.3192382125361406,cds-ABJ09956.1,PA14_53870,hypothetical protein
gene-PA14_53880,16.31471341969316,27.676933803325408,-0.7625104163941253,2.020696108612989,cds-ABJ09955.1,PA14_53880,hypothetical protein
gene-PA14_53890,1.5013951938925547,3.8484482371874633,-1.3579720970280857,1.9203765857282007,cds-ABJ09954.1,PA14_53890,hypothetical protein
gene-PA14_53900,58.086621929870155,55.44827852158355,0.06706325898004507,0.1457691526289995,cds-ABJ09953.1,PA14_53900,probable helicase
gene-PA14_53910,57.891153333815176,46.85912140436167,0.30501298478926514,1.7326882159332273,cds-ABJ09952.1,pmtA,phospholipid methyltransferase
gene-PA14_53920,33.31718746735148,43.98476876073638,-0.4007373919096879,0.651231720064392,cds-ABJ09951.1,PA14_53920,probable transcriptional regulator
gene-PA14_53940,509.22850314873455,500.59899538048944,0.024657777897282185,0.04489964736597158,cds-ABJ09950.1,prpB,carboxyphosphonoenolpyruvate phosphonomutase
gene-PA14_53950,1223.5898722087647,1256.1246232690996,-0.03785953395808773,0.07012451373286323,cds-ABJ09949.1,prpC,citrate synthase 2
gene-PA14_53970,1199.3241208210668,1048.3681713060964,0.19407614477853424,0.41705450112386844,cds-ABJ09948.1,PA14_53970,probable aconitate hydratase
gene-PA14_53980,244.74834613846141,221.74684601857817,0.1423855252557948,0.3475511727285261,cds-ABJ09947.1,PA14_53980,conserved hypothetical protein
gene-PA14_54000,264.64725528027407,201.25414633031235,0.3950521820582437,2.4868891634375183,cds-ABJ09946.1,prpD,propionate catabolic protein PrpD
gene-PA14_54010,22.07585243928845,18.788725784001855,0.2326018990745974,3.184794006106996,cds-ABJ09945.1,PA14_54010,probable transcriptional regulator
gene-PA14_54030,2.2387100045834205,1.1132334790833662,1.0079103716295852,2.527051274942974,cds-ABJ09944.1,PA14_54030,hypothetical protein
gene-PA14_54040,139.3792510929435,203.10285160982028,-0.5431946819626009,0.9691962508448391,cds-ABJ09943.1,PA14_54040,probable amino acid permease
gene-PA14_54050,22.327967026131063,15.88455918556138,0.4912268011164179,1.1969806384345874,cds-ABJ09942.1,PA14_54050,conserved hypothetical protein
gene-PA14_54070,21.65419920315958,22.20969348585929,-0.036542658839323214,0.14615966975428435,cds-ABJ09941.1,PA14_54070,conserved hypothetical protein
gene-PA14_54080,35.429482610565124,15.541874695438159,1.188789775333085,2.0274429568086525,cds-ABJ09940.1,PA14_54080,conserved hypothetical protein
gene-PA14_54090,35.950065594293676,29.047987091091034,0.30755619300489584,1.3499378495501544,cds-ABJ09939.1,PA14_54090,possible ATPase
gene-PA14_54110,0.4205673444255717,0.3994274126242026,0.0744031838639953,0.029855728097436245,cds-ABJ09938.1,PA14_54110,probable transporter
gene-PA14_54120,1.4766171733143434,1.123947763366622,0.39372034567452086,0.8978796303385855,cds-ABJ09937.1,PA14_54120,probable acyl carrier protein phosphodiesterase
gene-PA14_54130,26.749740686660544,22.565376062631326,0.2454140674262793,1.0693291783991772,cds-ABJ09936.1,PA14_54130,probable transcriptional regulator
gene-PA14_54150,61.65839618417501,63.735670009750514,-0.04780364571274723,0.10403949230806633,cds-ABJ09935.1,putP,sodium/proline symporter PutP
gene-PA14_54170,103.87460334197186,80.88461502294778,0.36090574095820044,1.6677681248698353,cds-ABJ09934.1,putA,proline dehydrogenase PutA
gene-PA14_54180,5.2399138508111305,5.086847535562879,0.04277122489446125,0.04667762800812636,cds-ABJ09933.1,PA14_54180,hypothetical protein
gene-PA14_54190,26.1320485894155,28.596215215761642,-0.1300039798639257,0.4017962833050144,cds-ABJ09932.1,pruR,proline utilization regulator
gene-PA14_54210,594.2552898040767,624.7915778520045,-0.07229216550894171,0.15268117554975738,cds-ABJ09931.1,PA14_54210,probable ATP-dependent protease
gene-PA14_54220,54.14150840794988,52.69186174162837,0.03915492624577868,0.08280721596659776,cds-ABJ09930.1,icp,inhibitor of cysteine peptidase
gene-PA14_54230,70.30863702842704,49.18872565634797,0.5153742333334669,1.384345511463689,cds-ABJ09929.1,PA14_54230,hypothetical protein
gene-PA14_54240,11.895071260110983,6.6716327272254885,0.8342519806127796,1.43609399496033,cds-ABJ09928.1,PA14_54240,hypothetical protein
gene-PA14_54260,21.369683233083094,26.450109624324142,-0.30770815729919554,0.8756153688330243,cds-ABJ09927.1,yecO,conserved hypothetical protein
gene-PA14_54270,25.453535988382768,29.04478415038704,-0.19041300821282134,0.9305879734629887,cds-ABJ09926.1,yecP,conserved hypothetical protein
gene-PA14_54290,151.7033302142524,172.07110184758457,-0.18175206899452234,2.7127112964297555,cds-ABJ09925.1,pdxJ,pyridoxal phosphate biosynthetic protein PdxJ
gene-PA14_54300,24.74879492985477,21.107824694486894,0.22958035557868675,0.6675590518288662,cds-ABJ09924.1,recO,DNA repair protein RecO
gene-PA14_54320,274.5123261580625,275.0921380747581,-0.003043978484736508,0.017233779151069356,cds-ABJ09923.1,era,GTP-binding protein Era
gene-PA14_54330,112.15843556152618,112.01025354870205,0.0019073268783510683,0.008873902636523863,cds-ABJ09922.1,rnc,ribonuclease III
gene-PA14_54340,68.02602890523691,56.13355417816348,0.27722345662534387,2.114347122838833,cds-ABJ09921.1,PA14_54340,hypothetical protein
gene-PA14_54350,229.65153543403719,229.2465317132976,0.0025465219783944244,0.014562295997491488,cds-ABJ09920.1,lepB,signal peptidase I
gene-PA14_54370,491.44720032530296,592.63760599915,-0.2701137491379685,0.8441486048701187,cds-ABJ09919.1,lepA,GTP-binding protein LepA
gene-PA14_54390,1297.8933579157565,2182.578502812311,-0.749861696362988,3.218695828683697,cds-ABJ09918.1,mucD,serine protease MucD precursor
gene-PA14_54400,133.12032024080168,146.6297400564438,-0.13944693570882383,0.4281442409449126,cds-ABJ09917.1,mucC,positive regulator for alginate biosynthesis MucC
gene-PA14_54410,330.6637716547469,409.0563336657703,-0.3069345489414529,1.2168942514097,cds-ABJ09916.1,mucB,negative regulator for alginate biosynthesis MucB
gene-PA14_54420,348.68244081121605,585.6434105320498,-0.7481087801434002,2.8978912705817996,cds-ABJ09915.1,mucA,anti-sigma factor MucA
gene-PA14_54430,269.2160968158955,346.60238875618137,-0.36451692215057163,0.7240289883842973,cds-ABJ09914.1,algU,sigma factor AlgU
gene-PA14_54450,76.40800671499943,60.41079619025326,0.3389174155130737,1.5027105580087077,cds-ABJ09913.1,nadB,L-aspartate oxidase
gene-PA14_54460,33.17742589487204,34.66756721476946,-0.06338463868717521,0.14362282353442463,cds-ABJ09912.1,PA14_54460,conserved hypothetical protein
gene-PA14_54470,44.343043625677296,50.2541469429846,-0.18053484762613412,0.8552116174515682,cds-ABJ09911.1,PA14_54470,conserved hypothetical protein
gene-PA14_54480,107.58843936638202,107.60830233070867,-0.00026632559158034936,0.0006849872427689717,cds-ABJ09910.1,PA14_54480,conserved hypothetical protein
gene-PA14_54490,93.02006885275902,80.54697211728947,0.2077116468769459,0.7167118088735431,cds-ABJ09909.1,PA14_54490,hypothetical protein
gene-PA14_54500,52.97761359690089,49.14613544337905,0.10830487855492549,0.37356714960622517,cds-ABJ09908.1,PA14_54500,probable two-component sensor
gene-PA14_54510,50.63059207972223,43.587898978504626,0.21608168305365477,1.3373682417620545,cds-ABJ09907.1,PA14_54510,probable two-component response regulator
gene-PA14_54520,219.26979983894716,230.86744736992554,-0.07435764246060991,0.07939944142233589,cds-ABJ09906.1,opdH,probable porin
gene-PA14_54540,398.3444100877816,414.38803094580226,-0.05696600312072231,0.0587895515340571,cds-ABJ09905.1,PA14_54540,conserved hypothetical protein
gene-PA14_54550,78.43909544085221,73.77512490973079,0.08843843823268499,0.06871165993445348,cds-ABJ09904.1,PA14_54550,conserved hypothetical protein
gene-PA14_54570,283.33465256262656,309.46749767637675,-0.1272808374529871,0.10853447598715145,cds-ABJ09903.1,PA14_54570,conserved hypothetical protein
gene-PA14_54580,97.6829127695306,90.20744156402043,0.11485976616608078,0.09178613568987125,cds-ABJ09902.1,PA14_54580,conserved hypothetical protein
gene-PA14_54590,77.0139389056713,87.76149655724669,-0.18846853807975636,1.181131990935146,cds-ABJ09901.1,ung,uracil-DNA glycosylase
gene-PA14_54600,8.40809190506412,7.064743218635125,0.2511412604584508,0.7614973008282614,cds-ABJ09900.1,PA14_54600,hypothetical protein
gene-PA14_54610,4.754525932700683,2.626216434627073,0.8563152715415682,2.1005698524311414,cds-ABJ09899.1,PA14_54610,putative transcriptional regulator
gene-PA14_54620,346.23221039822334,321.4516911424329,0.10713800535770529,0.2951089100646418,cds-ABJ09898.1,PA14_54620,probable aldehyde dehydrogenase
gene-PA14_54630,386.9239295625163,390.9203857934422,-0.014824864516146643,0.034190490372670516,cds-ABJ09897.1,PA14_54630,probable acyl-CoA dehydrogenase
gene-PA14_54640,635.5959337532014,601.0645976342539,0.08058984616999289,0.4484061477697735,cds-ABJ09896.1,PA14_54640,probable enoyl-CoA hydratase/isomerase
gene-PA14_54660,541.5691621283223,495.65158803922463,0.12781923852128257,0.4662961215881485,cds-ABJ09895.1,PA14_54660,probable enoyl-CoA hydratase/isomerase
gene-PA14_54670,94.04062323200208,66.71690135291222,0.49523180489436874,1.3888305603563218,cds-ABJ09894.1,PA14_54670,probable 3-hydroxyisobutyrate dehydrogenase
gene-PA14_54680,7.016121926801531,5.047107466050285,0.4752168800148629,0.9066672733043482,cds-ABJ09893.1,PA14_54680,hypothetical protein
gene-PA14_54690,19.151458739963843,14.758439158278213,0.37591409597763586,1.067998894972786,cds-ABJ09892.1,ywnB,conserved hypothetical protein
gene-PA14_54700,5.450541587210492,6.012224884234151,-0.1414993435122338,0.6384528431680153,cds-ABJ09891.1,yjcS,possible beta-lactamase
gene-PA14_54710,14.259709359728499,11.980020716478796,0.2513141422150441,0.611610449631958,cds-ABJ09890.1,PA14_54710,putative transcriptional regulator
